Frequency (Hz)	Level (dB)
1170.898438	-68.347107
1171.875000	-66.745201
1172.851562	-68.034149
1173.828125	-69.043732
1174.804688	-67.401321
1175.781250	-68.952415
1176.757812	-68.682426
1177.734375	-68.930954
1178.710938	-70.962616
1179.687500	-69.004082
1180.664062	-69.189774
1181.640625	-68.636520
1182.617188	-69.684013
1183.593750	-68.689880
1184.570312	-69.666603
1185.546875	-68.673637
1186.523438	-68.934647
1187.500000	-70.816994
1188.476562	-70.106560
1189.453125	-68.962242
1190.429688	-68.937317
1191.406250	-69.613075
1192.382812	-70.481750
1193.359375	-68.899826
1194.335938	-67.356682
1195.312500	-69.856804
1196.289062	-71.258774
1197.265625	-70.894707
1198.242188	-71.202736
1199.218750	-70.918976
1200.195312	-70.669823
1201.171875	-70.041786
1202.148438	-70.696266
1203.125000	-70.167473
1204.101562	-70.790398
1205.078125	-69.580017
1206.054688	-71.383926
1207.031250	-70.816460
1208.007812	-71.477310
1208.984375	-70.344498
1209.960938	-69.895241
1210.937500	-70.900841
1211.914062	-72.022369
1212.890625	-71.852303
1213.867188	-70.009613
1214.843750	-71.568207
